"Feature","Probability"
"loss_113.0825","0.436811786383"
"fragment_369.2125","0.0494268183577"
"loss_112.0775","0.0356082328669"
"loss_112.0825","0.0247961130744"
"loss_141.0775","0.0224044364089"
"loss_117.0775","0.0147048835371"
"fragment_370.2175","0.0142045119737"
"fragment_667.4775","0.0125505628229"
"loss_115.1175","0.00848933625138"
"fragment_196.1325","0.00832317468755"
"loss_189.0225","0.00705142138484"
"loss_175.7125","0.00705129608445"
"fragment_668.4825","0.0058876354602"
"fragment_665.8925","0.00563763363055"
"fragment_126.0975","0.0051888133425"
"loss_158.0025","0.00508422877749"
"fragment_442.4375","0.00467501619745"
"loss_175.0075","0.00444260391815"
"loss_125.1025","0.00439306624799"
"fragment_109.0925","0.00430427694976"
"fragment_666.3975","0.00426588469377"
"loss_139.9675","0.00416056958456"
"fragment_144.1325","0.004160557158"
"fragment_371.2225","0.00413918287871"
"loss_142.0175","0.00403365413451"
"loss_125.9525","0.00344138203508"
"loss_111.0775","0.00340270028174"
"loss_161.6625","0.00326498483352"
"loss_187.0175","0.00317344941921"
"fragment_540.3375","0.00315007387431"
"fragment_282.2375","0.00296633204247"
"fragment_167.0575","0.00295537930348"
"fragment_150.0575","0.00272897959315"
"loss_159.0925","0.00267852442505"
"loss_141.6575","0.00264450964721"
"loss_117.0425","0.00251593865703"
"fragment_282.2125","0.00250543582784"
"loss_123.9875","0.00241195672457"
"loss_135.1125","0.00239039884155"
"fragment_649.4675","0.00238765649231"
"loss_91.1075","0.00236923797785"
"loss_173.6675","0.00233427188911"
"loss_160.9925","0.00230619385085"
"fragment_160.1175","0.00227915706112"
"fragment_112.0875","0.00220686956174"
"fragment_339.1775","0.00218871079042"
"fragment_719.4475","0.00218207093244"
"loss_86.1325","0.0021791202806"
"fragment_369.2175","0.00204427693051"
"loss_159.0875","0.00202238226546"
"fragment_96.0775","0.00193150734312"
"loss_30.9125","0.00192518203866"
"fragment_408.3825","0.0019251797863"
"fragment_351.2275","0.00190502102272"
"loss_74.0825","0.00189708032128"
"fragment_101.0725","0.0018827562"
"fragment_235.2025","0.00182517577501"
"loss_149.6575","0.00181250839503"
"fragment_183.1025","0.00179497659378"
"fragment_425.4075","0.00178416488502"
"loss_13.8825","0.00178416488502"
"loss_101.0025","0.00177737948578"
"fragment_124.0875","0.0017681236853"
"loss_146.6725","0.00176314307575"
"loss_18.5225","0.00172789253765"
"fragment_252.2375","0.00172777709732"
"fragment_287.1975","0.00169955475027"
"loss_138.1125","0.00169261052286"
"loss_140.1125","0.00166201133457"
"loss_147.1225","0.0016157182558"
"loss_133.0225","0.00159405709884"
"loss_163.6775","0.00159390484109"
"loss_192.1475","0.00157950903428"
"fragment_98.0825","0.00155185762291"
"fragment_662.8825","0.00149560332351"
"loss_100.0875","0.0014928226888"
"loss_199.1225","0.00147960494204"
"fragment_228.1475","0.00144178226127"
"loss_177.0175","0.00143893829729"
"loss_135.6425","0.00143175998955"
"loss_197.1675","0.00143170214064"
"fragment_110.0575","0.0014248730018"
"loss_174.0475","0.00142483658125"
"fragment_666.8925","0.00142226891313"
"loss_147.6425","0.0013823726905"
"loss_161.1425","0.00137521515561"
"fragment_278.1475","0.00137415067041"
"fragment_151.0825","0.00136936040681"
"fragment_663.3875","0.00133969295421"
"fragment_343.7375","0.00129973140725"
"fragment_506.4575","0.00129769568199"
"loss_81.5725","0.00129071196036"
"fragment_127.0975","0.00127570410365"
"loss_46.0075","0.00127469847246"
"loss_145.0725","0.00126537100832"
"fragment_452.2575","0.00125545791206"
"fragment_356.2025","0.00125044441817"
"loss_186.0225","0.00124856513204"
"loss_69.1075","0.00124840453864"
"loss_188.0225","0.00123446028302"
"loss_195.1375","0.00122710280696"
"fragment_208.1075","0.00122007729898"
"loss_157.0075","0.00121331084256"
"loss_173.0225","0.00120625998468"
"fragment_211.1175","0.00120609914911"
"fragment_133.0375","0.0012042252582"
"fragment_182.0825","0.0012013498926"
"loss_102.0225","0.00119920886937"
"fragment_209.0975","0.00119883367093"
"fragment_310.1975","0.00119245443776"
"loss_138.1325","0.00116353533698"
"fragment_111.0775","0.00116171193245"
"loss_160.0275","0.0011357507896"
"fragment_390.3875","0.00112869939442"
"loss_139.1075","0.00112389652923"
"fragment_123.1125","0.00109312499453"
"fragment_255.0975","0.00109101521652"
"fragment_523.4825","0.00108625316352"
"fragment_185.0725","0.0010714950273"
"fragment_308.6825","0.00106961421634"
"loss_116.6275","0.00106508099104"
"fragment_191.0825","0.001059958728"
"loss_163.0025","0.00105114111302"
"fragment_322.1525","0.00104687997173"
"loss_126.6775","0.0010369140007"
"loss_64.0175","0.0010332872026"
"fragment_131.1175","0.00103138202761"
"loss_103.1625","0.00102983045113"
"fragment_616.3525","0.0010298268943"
