4.608280281346392439e+04,4.608280280706248595e+04,4.608280280906045664e+04,4.608280281547888444e+04,4.608280281893882784e+04,4.608280281522077712e+04,4.608280281404459674e+04,4.608280281212086265e+04,4.608280280397243769e+04,4.608280281664861832e+04,4.608280281336675398e+04,4.608280281510616624e+04,4.608280282017619174e+04,4.608280281998574355e+04,4.608280282009646908e+04,4.608280281825760176e+04,4.608280281658432796e+04,4.608280281625635689e+04,4.608280282467680809e+04,4.608280281215769355e+04,4.608280281267306418e+04,4.608280282533630088e+04,4.608280281905296579e+04,4.608280281204175117e+04,4.608280281445844594e+04,4.608280281698329782e+04,4.608280281653469137e+04,4.608280281642667978e+04,4.608280283338011941e+04,4.608280281679984910e+04,4.608280281130287767e+04,4.608280281000787363e+04,4.608280280701713491e+04,4.608280280961481913e+04,4.608280281974969694e+04,4.608280280906276312e+04,4.608280281428504532e+04,4.608280281567927159e+04,4.608280280909965950e+04,4.608280281882929557e+04,4.608280281204175117e+04,4.608280280576315272e+04,4.608280281031157210e+04,4.608280281721366919e+04,4.608280282485183125e+04,4.608280281309951533e+04,4.608280282976597664e+04
5.024362305727770581e+04,5.024362305669566558e+04,5.024362305667069450e+04,5.024362305719773576e+04,5.024362305782619660e+04,5.024362305729263608e+04,5.024362305684684543e+04,5.024362305691349320e+04,5.024362305679368728e+04,5.024362305747351638e+04,5.024362305702854792e+04,5.024362305723788450e+04,5.024362305663828010e+04,5.024362305696202384e+04,5.024362305860054767e+04,5.024362305670697242e+04,5.024362305737395945e+04,5.024362305770106468e+04,5.024362306063568394e+04,5.024362305703035963e+04,5.024362305695416580e+04,5.024362305814254796e+04,5.024362305781355099e+04,5.024362305666253815e+04,5.024362305692129303e+04,5.024362305746668426e+04,5.024362305697292322e+04,5.024362305703572201e+04,5.024362306418827211e+04,5.024362305827929231e+04,5.024362305675446260e+04,5.024362305682129227e+04,5.024362305672476214e+04,5.024362305703906168e+04,5.024362305872551951e+04,5.024362305689579807e+04,5.024362305733803805e+04,5.024362305732336972e+04,5.024362305664322776e+04,5.024362305801155890e+04,5.024362305666253815e+04,5.024362305683724844e+04,5.024362305676263350e+04,5.024362305703797028e+04,5.024362305892866425e+04,5.024362305727039347e+04,5.024362306132750382e+04
6.321146980114670441e+04,6.321146976616491156e+04,6.321146978739056067e+04,6.321146981926565059e+04,6.321146984072705527e+04,6.321146981740814226e+04,6.321146981678545853e+04,6.321146980601695395e+04,6.321146976070834353e+04,6.321146982950996608e+04,6.321146980916392931e+04,6.321146982005132304e+04,6.321146985598844913e+04,6.321146984984293522e+04,6.321146984250728565e+04,6.321146984483351116e+04,6.321146982014118839e+04,6.321146982024208410e+04,6.321146986242964340e+04,6.321146981068159948e+04,6.321146980017417809e+04,6.321146986634390487e+04,6.321146984251333197e+04,6.321146980281906872e+04,6.321146981615811092e+04,6.321146982946418575e+04,6.321146982725987618e+04,6.321146983110857400e+04,6.321146989411267714e+04,6.321146982379901601e+04,6.321146979150898551e+04,6.321146979294943594e+04,6.321146977564067492e+04,6.321146978350395511e+04,6.321146983751989319e+04,6.321146978178077552e+04,6.321146981414275069e+04,6.321146982234617462e+04,6.321146978467130975e+04,6.321146983851814002e+04,6.321146980281906872e+04,6.321146975847465364e+04,6.321146978827891144e+04,6.321146982669800491e+04,6.321146986268269393e+04,6.321146979595424636e+04,6.321146989183879487e+04
5.764703319668492622e+04,5.764703319617297529e+04,5.764703319615416694e+04,5.764703319661776914e+04,5.764703319716839178e+04,5.764703319670020574e+04,5.764703319631165505e+04,5.764703319636829838e+04,5.764703319625774748e+04,5.764703319685952010e+04,5.764703319646895397e+04,5.764703319665284653e+04,5.764703319613524218e+04,5.764703319641650887e+04,5.764703319784345513e+04,5.764703319619359536e+04,5.764703319677132822e+04,5.764703319705648755e+04,5.764703319961973466e+04,5.764703319647075114e+04,5.764703319640286645e+04,5.764703319744749024e+04,5.764703319715761609e+04,5.764703319614913926e+04,5.764703319637642562e+04,5.764703319685353927e+04,5.764703319642293354e+04,5.764703319647821627e+04,5.764703320272001292e+04,5.764703319756091514e+04,5.764703319622764684e+04,5.764703319628613826e+04,5.764703319619965623e+04,5.764703319647459284e+04,5.764703319795165589e+04,5.764703319634953368e+04,5.764703319673932128e+04,5.764703319672767248e+04,5.764703319612983614e+04,5.764703319732961972e+04,5.764703319614913926e+04,5.764703319629529142e+04,5.764703319623432617e+04,5.764703319647949684e+04,5.764703319813204871e+04,5.764703319667784672e+04,5.764703320022663684e+04
4.481720856226402975e+04,4.481720663068183785e+04,4.481720762290486891e+04,4.481720949257512984e+04,4.481721054798636760e+04,4.481720911866123788e+04,4.481720911314534169e+04,4.481720844886139821e+04,4.481720581138758280e+04,4.481720987002577021e+04,4.481720864694185730e+04,4.481720905377707095e+04,4.481721152616581094e+04,4.481721118284897966e+04,4.481721067206042790e+04,4.481721083374414593e+04,4.481720835195905238e+04,4.481720919877880078e+04,4.481721153326266358e+04,4.481720791677665693e+04,4.481720823883100820e+04,4.481721212439791270e+04,4.481721062201522727e+04,4.481720852960190678e+04,4.481720913222564559e+04,4.481720987242887350e+04,4.481720980355667416e+04,4.481720998584129120e+04,4.481721336121331842e+04,4.481720931456345716e+04,4.481720798097363149e+04,4.481720766370846104e+04,4.481720654199083219e+04,4.481720718227000179e+04,4.481721026909030479e+04,4.481720745418567094e+04,4.481720870523397753e+04,4.481720948953781044e+04,4.481720748983466183e+04,4.481721036086179083e+04,4.481720852960190678e+04,4.481720604592085147e+04,4.481720750201840565e+04,4.481720969668895850e+04,4.481721195140942291e+04,4.481720821737679216e+04,4.481721302700349770e+04
3.996985366444640385e+04,3.996985354225720948e+04,3.996985357110310724e+04,3.996985367786339339e+04,3.996985371469513484e+04,3.996985367652733112e+04,3.996985365872312832e+04,3.996985361942848249e+04,3.996985348463618720e+04,3.996985369429645652e+04,3.996985364709566056e+04,3.996985368648936128e+04,3.996985376103514864e+04,3.996985376048376202e+04,3.996985372645141615e+04,3.996985372749795351e+04,3.996985375048557034e+04,3.996985370434098877e+04,3.996985377297984087e+04,3.996985364657804166e+04,3.996985365604563412e+04,3.996985383914925478e+04,3.996985372207298497e+04,3.996985362849486410e+04,3.996985366378289473e+04,3.996985369981576514e+04,3.996985370237582538e+04,3.996985369387768151e+04,3.996985384820210311e+04,3.996985369351792906e+04,3.996985363398931804e+04,3.996985359841191530e+04,3.996985355642385548e+04,3.996985360085894354e+04,3.996985373187891673e+04,3.996985357883109100e+04,3.996985367182213668e+04,3.996985367348854197e+04,3.996985357538938842e+04,3.996985372599342372e+04,3.996985362849486410e+04,3.996985353904517251e+04,3.996985362661832187e+04,3.996985373020037514e+04,3.996985383980476763e+04,3.996985365169010765e+04,3.996985384347056242e+04
4.717699344696145272e+04,4.717699344634158479e+04,4.717699344631499116e+04,4.717699344687628763e+04,4.717699344754559570e+04,4.717699344697735796e+04,4.717699344650257990e+04,4.717699344657357142e+04,4.717699344644597295e+04,4.717699344716998894e+04,4.717699344669610582e+04,4.717699344691904116e+04,4.717699344628045947e+04,4.717699344662525982e+04,4.717699344837028184e+04,4.717699344635361922e+04,4.717699344706397096e+04,4.717699344741232926e+04,4.717699345053770958e+04,4.717699344669803395e+04,4.717699344661688519e+04,4.717699344788250892e+04,4.717699344753212790e+04,4.717699344630630367e+04,4.717699344658187329e+04,4.717699344716272026e+04,4.717699344663686497e+04,4.717699344670373830e+04,4.717699345432122209e+04,4.717699344802814448e+04,4.717699344640420168e+04,4.717699344647537509e+04,4.717699344637257309e+04,4.717699344670729624e+04,4.717699344850338821e+04,4.717699344655471941e+04,4.717699344702570670e+04,4.717699344701008522e+04,4.717699344628573454e+04,4.717699344774300698e+04,4.717699344630630367e+04,4.717699344649236446e+04,4.717699344641289645e+04,4.717699344670613937e+04,4.717699344871973153e+04,4.717699344695367472e+04,4.717699345127449487e+04
4.950200367121551244e+04,4.950200367056757386e+04,4.950200367055110837e+04,4.950200367113845277e+04,4.950200367179754539e+04,4.950200367123512115e+04,4.950200367077381088e+04,4.950200367082109005e+04,4.950200367063296289e+04,4.950200367142452160e+04,4.950200367095231923e+04,4.950200367118270515e+04,4.950200367061080760e+04,4.950200367094233661e+04,4.950200367258433835e+04,4.950200367066325998e+04,4.950200367135802662e+04,4.950200367166259093e+04,4.950200367467128672e+04,4.950200367095253023e+04,4.950200367087952327e+04,4.950200367217420717e+04,4.950200367178389570e+04,4.950200367056934920e+04,4.950200367085734615e+04,4.950200367142327013e+04,4.950200367092453962e+04,4.950200367098131392e+04,4.950200367831050971e+04,4.950200367224336514e+04,4.950200367066628678e+04,4.950200367071630171e+04,4.950200367060005374e+04,4.950200367093832028e+04,4.950200367271365394e+04,4.950200367078369163e+04,4.950200367127788923e+04,4.950200367126823403e+04,4.950200367052578804e+04,4.950200367198558524e+04,4.950200367056934920e+04,4.950200367070631182e+04,4.950200367067055049e+04,4.950200367100164294e+04,4.950200367297210323e+04,4.950200367120061856e+04,4.950200367540687876e+04
4.473174789176353806e+04,4.473174789110977872e+04,4.473174789108172990e+04,4.473174789167371637e+04,4.473174789237960795e+04,4.473174789178030915e+04,4.473174789127958502e+04,4.473174789135444735e+04,4.473174789121987851e+04,4.473174789198347571e+04,4.473174789148368291e+04,4.473174789171880548e+04,4.473174789104532101e+04,4.473174789140896610e+04,4.473174789324938320e+04,4.473174789112247527e+04,4.473174789187165879e+04,4.473174789223905827e+04,4.473174789553529263e+04,4.473174789148571290e+04,4.473174789140013308e+04,4.473174789273495117e+04,4.473174789236540528e+04,4.473174789107256947e+04,4.473174789136320760e+04,4.473174789197579958e+04,4.473174789142120426e+04,4.473174789149173739e+04,4.473174789952563151e+04,4.473174789288853935e+04,4.473174789117582259e+04,4.473174789125088864e+04,4.473174789114246232e+04,4.473174789149548451e+04,4.473174789338975825e+04,4.473174789133456943e+04,4.473174789183130633e+04,4.473174789181482629e+04,4.473174789105087984e+04,4.473174789258781675e+04,4.473174789107256947e+04,4.473174789126880205e+04,4.473174789118499757e+04,4.473174789149426215e+04,4.473174789361792500e+04,4.473174789175533078e+04,4.473174789631235035e+04
4.850164431511122530e+04,4.850164431441292254e+04,4.850164431440186308e+04,4.850164431503524247e+04,4.850164431572165631e+04,4.850164431513412273e+04,4.850164431465757661e+04,4.850164431469265401e+04,4.850164431445759692e+04,4.850164431533119205e+04,4.850164431483594672e+04,4.850164431508266716e+04,4.850164431452272402e+04,4.850164431486298417e+04,4.850164431652522035e+04,4.850164431456508464e+04,4.850164431528568093e+04,4.850164431557877833e+04,4.850164431866900850e+04,4.850164431483510270e+04,4.850164431476339087e+04,4.850164431614204659e+04,4.850164431570719171e+04,4.850164431443763897e+04,4.850164431474799494e+04,4.850164431533359311e+04,4.850164431482613873e+04,4.850164431487958791e+04,4.850164432240490714e+04,4.850164431616756337e+04,4.850164431453893485e+04,4.850164431457845058e+04,4.850164431444797810e+04,4.850164431480569328e+04,4.850164431665879965e+04,4.850164431464191148e+04,4.850164431517562480e+04,4.850164431516915647e+04,4.850164431437767780e+04,4.850164431591350876e+04,4.850164431443763897e+04,4.850164431455130398e+04,4.850164431454066653e+04,4.850164431491200230e+04,4.850164431695640087e+04,4.850164431509118731e+04,4.850164431944139506e+04
